[23:18:38.139] [LastEpoch_Hud] List of skins, count = 3267
[23:18:38.142] [LastEpoch_Hud] Index = 0, Base Name = Mercenary Helmet, Type = HELMET, Classe Req = All
[23:18:38.458] [LastEpoch_Hud] Index = 2582, Base Name = Bastard Sword, Type = TWO_HANDED_SWORD, Classe Req = Unknow
[23:18:38.458] [LastEpoch_Hud] Index = 2583, Base Name = Bastard Sword, Type = TWO_HANDED_SWORD, Classe Req = Unknow
[23:18:38.458] [LastEpoch_Hud] Index = 2584, Base Name = Bastard Sword, Type = TWO_HANDED_SWORD, Classe Req = Unknow
[23:18:38.458] [LastEpoch_Hud] Index = 2585, Base Name = Bastard Sword, Type = TWO_HANDED_SWORD, Classe Req = Unknow
[23:18:38.458] [LastEpoch_Hud] Index = 2586, Base Name = Bastard Sword, Type = TWO_HANDED_SWORD, Classe Req = Unknow
[23:18:38.458] [LastEpoch_Hud] Index = 2587, Base Name = Dome Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.458] [LastEpoch_Hud] Index = 2588, Base Name = Dome Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.458] [LastEpoch_Hud] Index = 2589, Base Name = Dome Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.458] [LastEpoch_Hud] Index = 2590, Base Name = Dome Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.458] [LastEpoch_Hud] Index = 2591, Base Name = Dome Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.458] [LastEpoch_Hud] Index = 2592, Base Name = Banded Armor, Type = BODY_ARMOR, Classe Req = Unknow
[23:18:38.458] [LastEpoch_Hud] Index = 2593, Base Name = Banded Armor, Type = BODY_ARMOR, Classe Req = Unknow
[23:18:38.458] [LastEpoch_Hud] Index = 2594, Base Name = Banded Armor, Type = BODY_ARMOR, Classe Req = Unknow
[23:18:38.459] [LastEpoch_Hud] Index = 2595, Base Name = Banded Armor, Type = BODY_ARMOR, Classe Req = Unknow
[23:18:38.459] [LastEpoch_Hud] Index = 2596, Base Name = Banded Armor, Type = BODY_ARMOR, Classe Req = Unknow
[23:18:38.459] [LastEpoch_Hud] Index = 2597, Base Name = Noble Gloves, Type = GLOVES, Classe Req = Unknow
[23:18:38.459] [LastEpoch_Hud] Index = 2598, Base Name = Noble Gloves, Type = GLOVES, Classe Req = Unknow
[23:18:38.459] [LastEpoch_Hud] Index = 2599, Base Name = Noble Gloves, Type = GLOVES, Classe Req = Unknow
[23:18:38.459] [LastEpoch_Hud] Index = 2600, Base Name = Noble Gloves, Type = GLOVES, Classe Req = Unknow
[23:18:38.459] [LastEpoch_Hud] Index = 2601, Base Name = Noble Gloves, Type = GLOVES, Classe Req = Unknow
[23:18:38.459] [LastEpoch_Hud] Index = 2602, Base Name = Brigandine Boots, Type = BOOTS, Classe Req = Unknow
[23:18:38.459] [LastEpoch_Hud] Index = 2603, Base Name = Brigandine Boots, Type = BOOTS, Classe Req = Unknow
[23:18:38.459] [LastEpoch_Hud] Index = 2604, Base Name = Brigandine Boots, Type = BOOTS, Classe Req = Unknow
[23:18:38.459] [LastEpoch_Hud] Index = 2605, Base Name = Brigandine Boots, Type = BOOTS, Classe Req = Unknow
[23:18:38.459] [LastEpoch_Hud] Index = 2606, Base Name = Brigandine Boots, Type = BOOTS, Classe Req = Unknow
[23:18:38.459] [LastEpoch_Hud] Index = 2607, Base Name = Mercenary Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.460] [LastEpoch_Hud] Index = 2608, Base Name = Mercenary Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.460] [LastEpoch_Hud] Index = 2609, Base Name = Mercenary Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.460] [LastEpoch_Hud] Index = 2610, Base Name = Mercenary Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.460] [LastEpoch_Hud] Index = 2611, Base Name = Mercenary Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.460] [LastEpoch_Hud] Index = 2612, Base Name = Mercenary Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.460] [LastEpoch_Hud] Index = 2613, Base Name = Mercenary Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.460] [LastEpoch_Hud] Index = 2614, Base Name = Mercenary Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.460] [LastEpoch_Hud] Index = 2615, Base Name = Mercenary Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.460] [LastEpoch_Hud] Index = 2616, Base Name = Mercenary Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.460] [LastEpoch_Hud] Index = 2617, Base Name = Mercenary Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.460] [LastEpoch_Hud] Index = 2618, Base Name = Mercenary Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.460] [LastEpoch_Hud] Index = 2619, Base Name = Mercenary Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.461] [LastEpoch_Hud] Index = 2620, Base Name = Mercenary Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.461] [LastEpoch_Hud] Index = 2621, Base Name = Mercenary Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.461] [LastEpoch_Hud] Index = 2622, Base Name = Dome Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.461] [LastEpoch_Hud] Index = 2623, Base Name = Dome Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.461] [LastEpoch_Hud] Index = 2624, Base Name = Dome Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.461] [LastEpoch_Hud] Index = 2625, Base Name = Dome Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.461] [LastEpoch_Hud] Index = 2626, Base Name = Dome Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.461] [LastEpoch_Hud] Index = 2627, Base Name = Banded Armor, Type = BODY_ARMOR, Classe Req = Unknow
[23:18:38.461] [LastEpoch_Hud] Index = 2628, Base Name = Banded Armor, Type = BODY_ARMOR, Classe Req = Unknow
[23:18:38.461] [LastEpoch_Hud] Index = 2629, Base Name = Banded Armor, Type = BODY_ARMOR, Classe Req = Unknow
[23:18:38.461] [LastEpoch_Hud] Index = 2630, Base Name = Banded Armor, Type = BODY_ARMOR, Classe Req = Unknow
[23:18:38.461] [LastEpoch_Hud] Index = 2631, Base Name = Banded Armor, Type = BODY_ARMOR, Classe Req = Unknow
[23:18:38.461] [LastEpoch_Hud] Index = 2632, Base Name = Noble Gloves, Type = GLOVES, Classe Req = Unknow
[23:18:38.462] [LastEpoch_Hud] Index = 2633, Base Name = Noble Gloves, Type = GLOVES, Classe Req = Unknow
[23:18:38.462] [LastEpoch_Hud] Index = 2634, Base Name = Noble Gloves, Type = GLOVES, Classe Req = Unknow
[23:18:38.462] [LastEpoch_Hud] Index = 2635, Base Name = Noble Gloves, Type = GLOVES, Classe Req = Unknow
[23:18:38.462] [LastEpoch_Hud] Index = 2636, Base Name = Noble Gloves, Type = GLOVES, Classe Req = Unknow
[23:18:38.462] [LastEpoch_Hud] Index = 2637, Base Name = Brigandine Boots, Type = BOOTS, Classe Req = Unknow
[23:18:38.462] [LastEpoch_Hud] Index = 2638, Base Name = Brigandine Boots, Type = BOOTS, Classe Req = Unknow
[23:18:38.462] [LastEpoch_Hud] Index = 2639, Base Name = Brigandine Boots, Type = BOOTS, Classe Req = Unknow
[23:18:38.462] [LastEpoch_Hud] Index = 2640, Base Name = Brigandine Boots, Type = BOOTS, Classe Req = Unknow
[23:18:38.462] [LastEpoch_Hud] Index = 2641, Base Name = Brigandine Boots, Type = BOOTS, Classe Req = Unknow
[23:18:38.462] [LastEpoch_Hud] Index = 2642, Base Name = Poignard, Type = ONE_HANDED_DAGGER, Classe Req = Unknow
[23:18:38.462] [LastEpoch_Hud] Index = 2643, Base Name = Poignard, Type = ONE_HANDED_DAGGER, Classe Req = Unknow
[23:18:38.462] [LastEpoch_Hud] Index = 2644, Base Name = Poignard, Type = ONE_HANDED_DAGGER, Classe Req = Unknow
[23:18:38.463] [LastEpoch_Hud] Index = 2645, Base Name = Poignard, Type = ONE_HANDED_DAGGER, Classe Req = Unknow
[23:18:38.463] [LastEpoch_Hud] Index = 2646, Base Name = Poignard, Type = ONE_HANDED_DAGGER, Classe Req = Unknow
[23:18:38.463] [LastEpoch_Hud] Index = 2647, Base Name = Poignard, Type = ONE_HANDED_DAGGER, Classe Req = Unknow
[23:18:38.463] [LastEpoch_Hud] Index = 2648, Base Name = Hatchet, Type = ONE_HANDED_AXE, Classe Req = Unknow
[23:18:38.463] [LastEpoch_Hud] Index = 2649, Base Name = Hatchet, Type = ONE_HANDED_AXE, Classe Req = Unknow
[23:18:38.463] [LastEpoch_Hud] Index = 2650, Base Name = Hatchet, Type = ONE_HANDED_AXE, Classe Req = Unknow
[23:18:38.463] [LastEpoch_Hud] Index = 2651, Base Name = Hatchet, Type = ONE_HANDED_AXE, Classe Req = Unknow
[23:18:38.463] [LastEpoch_Hud] Index = 2652, Base Name = Hatchet, Type = ONE_HANDED_AXE, Classe Req = Unknow
[23:18:38.463] [LastEpoch_Hud] Index = 2653, Base Name = Hatchet, Type = ONE_HANDED_AXE, Classe Req = Unknow
[23:18:38.463] [LastEpoch_Hud] Index = 2654, Base Name = Wooden Shield, Type = SHIELD, Classe Req = Unknow
[23:18:38.463] [LastEpoch_Hud] Index = 2655, Base Name = Wooden Shield, Type = SHIELD, Classe Req = Unknow
[23:18:38.463] [LastEpoch_Hud] Index = 2656, Base Name = Wooden Shield, Type = SHIELD, Classe Req = Unknow
[23:18:38.463] [LastEpoch_Hud] Index = 2657, Base Name = Wooden Shield, Type = SHIELD, Classe Req = Unknow
[23:18:38.464] [LastEpoch_Hud] Index = 2658, Base Name = Wooden Shield, Type = SHIELD, Classe Req = Unknow
[23:18:38.464] [LastEpoch_Hud] Index = 2659, Base Name = Wooden Shield, Type = SHIELD, Classe Req = Unknow
[23:18:38.464] [LastEpoch_Hud] Index = 2660, Base Name = Great Mace, Type = TWO_HANDED_MACE, Classe Req = Unknow
[23:18:38.464] [LastEpoch_Hud] Index = 2661, Base Name = Great Mace, Type = TWO_HANDED_MACE, Classe Req = Unknow
[23:18:38.464] [LastEpoch_Hud] Index = 2662, Base Name = Great Mace, Type = TWO_HANDED_MACE, Classe Req = Unknow
[23:18:38.464] [LastEpoch_Hud] Index = 2663, Base Name = Great Mace, Type = TWO_HANDED_MACE, Classe Req = Unknow
[23:18:38.464] [LastEpoch_Hud] Index = 2664, Base Name = Great Mace, Type = TWO_HANDED_MACE, Classe Req = Unknow
[23:18:38.464] [LastEpoch_Hud] Index = 2665, Base Name = Great Mace, Type = TWO_HANDED_MACE, Classe Req = Unknow
[23:18:38.464] [LastEpoch_Hud] Index = 2666, Base Name = Pike, Type = TWO_HANDED_SPEAR, Classe Req = Unknow
[23:18:38.464] [LastEpoch_Hud] Index = 2667, Base Name = Pike, Type = TWO_HANDED_SPEAR, Classe Req = Unknow
[23:18:38.464] [LastEpoch_Hud] Index = 2668, Base Name = Pike, Type = TWO_HANDED_SPEAR, Classe Req = Unknow
[23:18:38.464] [LastEpoch_Hud] Index = 2669, Base Name = Pike, Type = TWO_HANDED_SPEAR, Classe Req = Unknow
[23:18:38.464] [LastEpoch_Hud] Index = 2670, Base Name = Pike, Type = TWO_HANDED_SPEAR, Classe Req = Unknow
[23:18:38.465] [LastEpoch_Hud] Index = 2671, Base Name = Pike, Type = TWO_HANDED_SPEAR, Classe Req = Unknow
[23:18:38.465] [LastEpoch_Hud] Index = 2672, Base Name = Glass Catalyst, Type = CATALYST, Classe Req = Unknow
[23:18:38.465] [LastEpoch_Hud] Index = 2673, Base Name = Glass Catalyst, Type = CATALYST, Classe Req = Unknow
[23:18:38.465] [LastEpoch_Hud] Index = 2674, Base Name = Glass Catalyst, Type = CATALYST, Classe Req = Unknow
[23:18:38.465] [LastEpoch_Hud] Index = 2675, Base Name = Glass Catalyst, Type = CATALYST, Classe Req = Unknow
[23:18:38.465] [LastEpoch_Hud] Index = 2676, Base Name = Glass Catalyst, Type = CATALYST, Classe Req = Unknow
[23:18:38.465] [LastEpoch_Hud] Index = 2677, Base Name = Glass Catalyst, Type = CATALYST, Classe Req = Unknow
[23:18:38.465] [LastEpoch_Hud] Index = 2678, Base Name = Shortbow, Type = BOW, Classe Req = Mage
[23:18:38.465] [LastEpoch_Hud] Index = 2679, Base Name = Shortbow, Type = BOW, Classe Req = Primalist
[23:18:38.465] [LastEpoch_Hud] Index = 2680, Base Name = Shortbow, Type = BOW, Classe Req = Rogue
[23:18:38.465] [LastEpoch_Hud] Index = 2681, Base Name = Shortbow, Type = BOW, Classe Req = Sentinel
[23:18:38.465] [LastEpoch_Hud] Index = 2682, Base Name = Shortbow, Type = BOW, Classe Req = Unknow
[23:18:38.465] [LastEpoch_Hud] Index = 2683, Base Name = Shortbow, Type = BOW, Classe Req = Unknow
[23:18:38.465] [LastEpoch_Hud] Index = 2684, Base Name = Forestry Axe, Type = TWO_HANDED_AXE, Classe Req = Unknow
[23:18:38.465] [LastEpoch_Hud] Index = 2685, Base Name = Forestry Axe, Type = TWO_HANDED_AXE, Classe Req = Unknow
[23:18:38.466] [LastEpoch_Hud] Index = 2686, Base Name = Forestry Axe, Type = TWO_HANDED_AXE, Classe Req = Unknow
[23:18:38.466] [LastEpoch_Hud] Index = 2687, Base Name = Forestry Axe, Type = TWO_HANDED_AXE, Classe Req = Unknow
[23:18:38.466] [LastEpoch_Hud] Index = 2688, Base Name = Forestry Axe, Type = TWO_HANDED_AXE, Classe Req = Unknow
[23:18:38.466] [LastEpoch_Hud] Index = 2689, Base Name = Forestry Axe, Type = TWO_HANDED_AXE, Classe Req = Unknow
[23:18:38.466] [LastEpoch_Hud] Index = 2690, Base Name = Forestry Axe, Type = TWO_HANDED_AXE, Classe Req = Unknow
[23:18:38.466] [LastEpoch_Hud] Index = 2691, Base Name = Forestry Axe, Type = TWO_HANDED_AXE, Classe Req = Unknow
[23:18:38.466] [LastEpoch_Hud] Index = 2692, Base Name = Forestry Axe, Type = TWO_HANDED_AXE, Classe Req = Unknow
[23:18:38.466] [LastEpoch_Hud] Index = 2693, Base Name = Forestry Axe, Type = TWO_HANDED_AXE, Classe Req = Unknow
[23:18:38.466] [LastEpoch_Hud] Index = 2694, Base Name = Forestry Axe, Type = TWO_HANDED_AXE, Classe Req = Unknow
[23:18:38.466] [LastEpoch_Hud] Index = 2695, Base Name = Forestry Axe, Type = TWO_HANDED_AXE, Classe Req = Unknow
[23:18:38.466] [LastEpoch_Hud] Index = 2696, Unique Name = Bane of Winter, Type = TWO_HANDED_SPEAR, Classe Req = All
[23:18:38.467] [LastEpoch_Hud] Index = 2697, Unique Name = Bane of Winter, Type = TWO_HANDED_SPEAR, Classe Req = Acolyte
[23:18:38.467] [LastEpoch_Hud] Index = 2698, Unique Name = Bane of Winter, Type = TWO_HANDED_SPEAR, Classe Req = Mage
[23:18:38.467] [LastEpoch_Hud] Index = 2699, Unique Name = Bane of Winter, Type = TWO_HANDED_SPEAR, Classe Req = Primalist
[23:18:38.467] [LastEpoch_Hud] Index = 2700, Unique Name = Bane of Winter, Type = TWO_HANDED_SPEAR, Classe Req = Rogue
[23:18:38.467] [LastEpoch_Hud] Index = 2701, Unique Name = Bane of Winter, Type = TWO_HANDED_SPEAR, Classe Req = Sentinel
[23:18:38.467] [LastEpoch_Hud] Index = 2702, Unique Name = Palarus Sacred Light, Type = ONE_HANDED_SWORD, Classe Req = All
[23:18:38.468] [LastEpoch_Hud] Index = 2703, Unique Name = Palarus Sacred Light, Type = ONE_HANDED_SWORD, Classe Req = Acolyte
[23:18:38.468] [LastEpoch_Hud] Index = 2704, Unique Name = Palarus Sacred Light, Type = ONE_HANDED_SWORD, Classe Req = Mage
[23:18:38.468] [LastEpoch_Hud] Index = 2705, Unique Name = Palarus Sacred Light, Type = ONE_HANDED_SWORD, Classe Req = Primalist
[23:18:38.468] [LastEpoch_Hud] Index = 2706, Unique Name = Palarus Sacred Light, Type = ONE_HANDED_SWORD, Classe Req = Rogue
[23:18:38.468] [LastEpoch_Hud] Index = 2707, Unique Name = Palarus Sacred Light, Type = ONE_HANDED_SWORD, Classe Req = Sentinel
[23:18:38.469] [LastEpoch_Hud] Index = 2708, Unique Name = Yruns Penance, Type = ONE_HANDED_SWORD, Classe Req = All
[23:18:38.469] [LastEpoch_Hud] Index = 2709, Unique Name = Yruns Penance, Type = ONE_HANDED_SWORD, Classe Req = Acolyte
[23:18:38.469] [LastEpoch_Hud] Index = 2710, Unique Name = Yruns Penance, Type = ONE_HANDED_SWORD, Classe Req = Mage
[23:18:38.469] [LastEpoch_Hud] Index = 2711, Unique Name = Yruns Penance, Type = ONE_HANDED_SWORD, Classe Req = Primalist
[23:18:38.469] [LastEpoch_Hud] Index = 2712, Unique Name = Yruns Penance, Type = ONE_HANDED_SWORD, Classe Req = Rogue
[23:18:38.470] [LastEpoch_Hud] Index = 2713, Unique Name = Yruns Penance, Type = ONE_HANDED_SWORD, Classe Req = Sentinel
[23:18:38.470] [LastEpoch_Hud] Index = 2714, Unique Name = Triboelectra, Type = WAND, Classe Req = All
[23:18:38.470] [LastEpoch_Hud] Index = 2715, Unique Name = Triboelectra, Type = WAND, Classe Req = Acolyte
[23:18:38.470] [LastEpoch_Hud] Index = 2716, Unique Name = Triboelectra, Type = WAND, Classe Req = Mage
[23:18:38.470] [LastEpoch_Hud] Index = 2717, Unique Name = Triboelectra, Type = WAND, Classe Req = Primalist
[23:18:38.471] [LastEpoch_Hud] Index = 2718, Unique Name = Triboelectra, Type = WAND, Classe Req = Rogue
[23:18:38.480] [LastEpoch_Hud] Index = 2719, Unique Name = Triboelectra, Type = WAND, Classe Req = Sentinel
[23:18:38.480] [LastEpoch_Hud] Index = 2720, Unique Name = Plague Dragons Tongue, Type = TWO_HANDED_SPEAR, Classe Req = All
[23:18:38.480] [LastEpoch_Hud] Index = 2721, Unique Name = Plague Dragons Tongue, Type = TWO_HANDED_SPEAR, Classe Req = Acolyte
[23:18:38.481] [LastEpoch_Hud] Index = 2722, Unique Name = Plague Dragons Tongue, Type = TWO_HANDED_SPEAR, Classe Req = Mage
[23:18:38.481] [LastEpoch_Hud] Index = 2723, Unique Name = Plague Dragons Tongue, Type = TWO_HANDED_SPEAR, Classe Req = Primalist
[23:18:38.481] [LastEpoch_Hud] Index = 2724, Unique Name = Plague Dragons Tongue, Type = TWO_HANDED_SPEAR, Classe Req = Rogue
[23:18:38.481] [LastEpoch_Hud] Index = 2725, Unique Name = Plague Dragons Tongue, Type = TWO_HANDED_SPEAR, Classe Req = Sentinel
[23:18:38.481] [LastEpoch_Hud] Index = 2726, Unique Name = Grim Constitution, Type = SHIELD, Classe Req = All
[23:18:38.482] [LastEpoch_Hud] Index = 2727, Unique Name = Grim Constitution, Type = SHIELD, Classe Req = Acolyte
[23:18:38.482] [LastEpoch_Hud] Index = 2728, Unique Name = Grim Constitution, Type = SHIELD, Classe Req = Mage
[23:18:38.482] [LastEpoch_Hud] Index = 2729, Unique Name = Grim Constitution, Type = SHIELD, Classe Req = Primalist
[23:18:38.482] [LastEpoch_Hud] Index = 2730, Unique Name = Grim Constitution, Type = SHIELD, Classe Req = Rogue
[23:18:38.482] [LastEpoch_Hud] Index = 2731, Unique Name = Grim Constitution, Type = SHIELD, Classe Req = Sentinel
[23:18:38.482] [LastEpoch_Hud] Index = 2732, Base Name = Marble Dedication, Type = ONE_HANDED_AXE, Classe Req = All
[23:18:38.483] [LastEpoch_Hud] Index = 2733, Base Name = Marble Dedication, Type = ONE_HANDED_AXE, Classe Req = Acolyte
[23:18:38.483] [LastEpoch_Hud] Index = 2734, Base Name = Marble Dedication, Type = ONE_HANDED_AXE, Classe Req = Mage
[23:18:38.483] [LastEpoch_Hud] Index = 2735, Base Name = Marble Dedication, Type = ONE_HANDED_AXE, Classe Req = Primalist
[23:18:38.483] [LastEpoch_Hud] Index = 2736, Base Name = Marble Dedication, Type = ONE_HANDED_AXE, Classe Req = Rogue
[23:18:38.483] [LastEpoch_Hud] Index = 2737, Base Name = Marble Dedication, Type = ONE_HANDED_AXE, Classe Req = Sentinel
[23:18:38.483] [LastEpoch_Hud] Index = 2738, Unique Name = Event Horizon, Type = TWO_HANDED_MACE, Classe Req = All
[23:18:38.483] [LastEpoch_Hud] Index = 2739, Unique Name = Event Horizon, Type = TWO_HANDED_MACE, Classe Req = Acolyte
[23:18:38.483] [LastEpoch_Hud] Index = 2740, Unique Name = Event Horizon, Type = TWO_HANDED_MACE, Classe Req = Mage
[23:18:38.484] [LastEpoch_Hud] Index = 2741, Unique Name = Event Horizon, Type = TWO_HANDED_MACE, Classe Req = Primalist
[23:18:38.484] [LastEpoch_Hud] Index = 2742, Unique Name = Event Horizon, Type = TWO_HANDED_MACE, Classe Req = Rogue
[23:18:38.484] [LastEpoch_Hud] Index = 2743, Unique Name = Event Horizon, Type = TWO_HANDED_MACE, Classe Req = Sentinel
[23:18:38.484] [LastEpoch_Hud] Index = 2744, Unique Name = World Splitter, Type = TWO_HANDED_AXE, Classe Req = All
[23:18:38.484] [LastEpoch_Hud] Index = 2745, Unique Name = World Splitter, Type = TWO_HANDED_AXE, Classe Req = Acolyte
[23:18:38.485] [LastEpoch_Hud] Index = 2746, Unique Name = World Splitter, Type = TWO_HANDED_AXE, Classe Req = Mage
[23:18:38.485] [LastEpoch_Hud] Index = 2747, Unique Name = World Splitter, Type = TWO_HANDED_AXE, Classe Req = Primalist
[23:18:38.485] [LastEpoch_Hud] Index = 2748, Unique Name = World Splitter, Type = TWO_HANDED_AXE, Classe Req = Rogue
[23:18:38.485] [LastEpoch_Hud] Index = 2749, Unique Name = World Splitter, Type = TWO_HANDED_AXE, Classe Req = Sentinel
[23:18:38.485] [LastEpoch_Hud] Index = 2750, Unique Name = Black Blade of Chaos, Type = TWO_HANDED_SWORD, Classe Req = All
[23:18:38.486] [LastEpoch_Hud] Index = 2751, Unique Name = Black Blade of Chaos, Type = TWO_HANDED_SWORD, Classe Req = Acolyte
[23:18:38.486] [LastEpoch_Hud] Index = 2752, Unique Name = Black Blade of Chaos, Type = TWO_HANDED_SWORD, Classe Req = Mage
[23:18:38.486] [LastEpoch_Hud] Index = 2753, Unique Name = Black Blade of Chaos, Type = TWO_HANDED_SWORD, Classe Req = Primalist
[23:18:38.486] [LastEpoch_Hud] Index = 2754, Unique Name = Black Blade of Chaos, Type = TWO_HANDED_SWORD, Classe Req = Rogue
[23:18:38.486] [LastEpoch_Hud] Index = 2755, Unique Name = Black Blade of Chaos, Type = TWO_HANDED_SWORD, Classe Req = Sentinel
[23:18:38.487] [LastEpoch_Hud] Index = 2756, Unique Name = Celestial Doom, Type = TWO_HANDED_STAFF, Classe Req = All
[23:18:38.487] [LastEpoch_Hud] Index = 2757, Unique Name = Celestial Doom, Type = TWO_HANDED_STAFF, Classe Req = Acolyte
[23:18:38.487] [LastEpoch_Hud] Index = 2758, Unique Name = Celestial Doom, Type = TWO_HANDED_STAFF, Classe Req = Mage
[23:18:38.487] [LastEpoch_Hud] Index = 2759, Unique Name = Celestial Doom, Type = TWO_HANDED_STAFF, Classe Req = Primalist
[23:18:38.487] [LastEpoch_Hud] Index = 2760, Unique Name = Celestial Doom, Type = TWO_HANDED_STAFF, Classe Req = Rogue
[23:18:38.488] [LastEpoch_Hud] Index = 2761, Unique Name = Celestial Doom, Type = TWO_HANDED_STAFF, Classe Req = Sentinel
[23:18:38.488] [LastEpoch_Hud] Index = 2762, Base Name = Lodestone Wand, Type = WAND, Classe Req = All
[23:18:38.488] [LastEpoch_Hud] Index = 2763, Base Name = Lodestone Wand, Type = WAND, Classe Req = Acolyte
[23:18:38.488] [LastEpoch_Hud] Index = 2764, Base Name = Lodestone Wand, Type = WAND, Classe Req = Mage
[23:18:38.488] [LastEpoch_Hud] Index = 2765, Base Name = Lodestone Wand, Type = WAND, Classe Req = Primalist
[23:18:38.488] [LastEpoch_Hud] Index = 2766, Base Name = Lodestone Wand, Type = WAND, Classe Req = Rogue
[23:18:38.488] [LastEpoch_Hud] Index = 2767, Base Name = Lodestone Wand, Type = WAND, Classe Req = Sentinel
[23:18:38.488] [LastEpoch_Hud] Index = 2768, Base Name = Avenged Lodestone Wand, Type = WAND, Classe Req = All
[23:18:38.488] [LastEpoch_Hud] Index = 2769, Base Name = Avenged Lodestone Wand, Type = WAND, Classe Req = Acolyte
[23:18:38.488] [LastEpoch_Hud] Index = 2770, Base Name = Avenged Lodestone Wand, Type = WAND, Classe Req = Mage
[23:18:38.488] [LastEpoch_Hud] Index = 2771, Base Name = Avenged Lodestone Wand, Type = WAND, Classe Req = Primalist
[23:18:38.488] [LastEpoch_Hud] Index = 2772, Base Name = Avenged Lodestone Wand, Type = WAND, Classe Req = Rogue
[23:18:38.488] [LastEpoch_Hud] Index = 2773, Base Name = Avenged Lodestone Wand, Type = WAND, Classe Req = Sentinel
[23:18:38.489] [LastEpoch_Hud] Index = 2774, Base Name = Cavalry Sword, Type = ONE_HANDED_SWORD, Classe Req = All
[23:18:38.489] [LastEpoch_Hud] Index = 2775, Base Name = Cavalry Sword, Type = ONE_HANDED_SWORD, Classe Req = Acolyte
[23:18:38.489] [LastEpoch_Hud] Index = 2776, Base Name = Cavalry Sword, Type = ONE_HANDED_SWORD, Classe Req = Mage
[23:18:38.489] [LastEpoch_Hud] Index = 2777, Base Name = Cavalry Sword, Type = ONE_HANDED_SWORD, Classe Req = Primalist
[23:18:38.489] [LastEpoch_Hud] Index = 2778, Base Name = Cavalry Sword, Type = ONE_HANDED_SWORD, Classe Req = Rogue
[23:18:38.489] [LastEpoch_Hud] Index = 2779, Base Name = Cavalry Sword, Type = ONE_HANDED_SWORD, Classe Req = Sentinel
[23:18:38.489] [LastEpoch_Hud] Index = 2780, Base Name = Avenged Cavalry Sword, Type = ONE_HANDED_SWORD, Classe Req = All
[23:18:38.489] [LastEpoch_Hud] Index = 2781, Base Name = Avenged Cavalry Sword, Type = ONE_HANDED_SWORD, Classe Req = Acolyte
[23:18:38.489] [LastEpoch_Hud] Index = 2782, Base Name = Avenged Cavalry Sword, Type = ONE_HANDED_SWORD, Classe Req = Mage
[23:18:38.489] [LastEpoch_Hud] Index = 2783, Base Name = Avenged Cavalry Sword, Type = ONE_HANDED_SWORD, Classe Req = Primalist
[23:18:38.489] [LastEpoch_Hud] Index = 2784, Base Name = Avenged Cavalry Sword, Type = ONE_HANDED_SWORD, Classe Req = Rogue
[23:18:38.489] [LastEpoch_Hud] Index = 2785, Base Name = Avenged Cavalry Sword, Type = ONE_HANDED_SWORD, Classe Req = Sentinel
[23:18:38.489] [LastEpoch_Hud] Index = 2786, Base Name = Chitin Club, Type = ONE_HANDED_MACES, Classe Req = All
[23:18:38.490] [LastEpoch_Hud] Index = 2787, Base Name = Chitin Club, Type = ONE_HANDED_MACES, Classe Req = Acolyte
[23:18:38.490] [LastEpoch_Hud] Index = 2788, Base Name = Chitin Club, Type = ONE_HANDED_MACES, Classe Req = Mage
[23:18:38.490] [LastEpoch_Hud] Index = 2789, Base Name = Chitin Club, Type = ONE_HANDED_MACES, Classe Req = Primalist
[23:18:38.490] [LastEpoch_Hud] Index = 2790, Base Name = Chitin Club, Type = ONE_HANDED_MACES, Classe Req = Rogue
[23:18:38.490] [LastEpoch_Hud] Index = 2791, Base Name = Chitin Club, Type = ONE_HANDED_MACES, Classe Req = Sentinel
[23:18:38.490] [LastEpoch_Hud] Index = 2792, Base Name = Avenged Chitin Club, Type = ONE_HANDED_MACES, Classe Req = All
[23:18:38.490] [LastEpoch_Hud] Index = 2793, Base Name = Avenged Chitin Club, Type = ONE_HANDED_MACES, Classe Req = Acolyte
